"x","y","z","chr","coord"
17.164,-17.271,-1.955,"chr f",2700000
17.772,-16.658,-1.46,"chr f",2800000
17.009,-16.379,-0.838,"chr f",2900000
17.381,-17.14,-0.017,"chr f",3000000
16.274,-16.555,-0.169,"chr f",3100000
16.572,-15.779,0.09,"chr f",3200000
17.201,-14.924,-0.123,"chr f",3300000
17.965,-15.589,-0.676,"chr f",3400000
19.12,-15.65,-1.504,"chr f",3500000
19.147,-14.734,-2.147,"chr f",3600000
19.052,-15.834,-2.717,"chr f",3700000
18.64,-16.592,-2.043,"chr f",3800000
18.937,-16.938,-1.925,"chr f",3900000
20.016,-16.5,-2.015,"chr f",4000000
19.336,-15.62,-2.484,"chr f",4100000
20.403,-15.979,-2.408,"chr f",4200000
20.318,-17.051,-3.013,"chr f",4300000
18.205,-17.824,-3.883,"chr f",4400000
17.156,-17.837,-3.725,"chr f",4500000
15.917,-17.773,-4.011,"chr f",4600000
15.771,-17.301,-5.155,"chr f",4700000
15.809,-17.189,-5.356,"chr f",4800000
14.675,-17.118,-6.022,"chr f",4900000
14.806,-17.774,-5.918,"chr f",5000000
14.348,-16.621,-6.379,"chr f",5100000
14.146,-15.699,-6.251,"chr f",5200000
14.952,-15.013,-6.335,"chr f",5300000
15.636,-15.805,-6.439,"chr f",5400000
16.417,-16.295,-6.946,"chr f",5500000
16.937,-16.681,-7.525,"chr f",5600000
16.396,-17.387,-6.973,"chr f",5700000
15.664,-18.861,-6.449,"chr f",5800000
16.315,-19.845,-6.009,"chr f",5900000
16.503,-18.919,-5.982,"chr f",6000000
17.344,-18.307,-5.627,"chr f",6100000
16.927,-18.741,-5.178,"chr f",6200000
16.913,-19.355,-4.158,"chr f",6300000
16.996,-20.038,-4.763,"chr f",6400000
17.532,-20.681,-5.497,"chr f",6500000
16.481,-21.721,-4.641,"chr f",6600000
15.213,-22.239,-4.259,"chr f",6700000
15.785,-21.998,-4.398,"chr f",6800000
15.876,-21.148,-3.858,"chr f",6900000
15.261,-20.571,-4.668,"chr f",7000000
14.822,-20.232,-5.756,"chr f",7100000
15.74,-20.117,-5.344,"chr f",7200000
16.021,-19.339,-4.617,"chr f",7300000
16.25,-20.298,-4.838,"chr f",7400000
16.099,-21.316,-5.892,"chr f",7500000
15.99,-21.816,-5.473,"chr f",7600000
14.957,-22.725,-5.455,"chr f",7700000
14.02,-22.376,-4.645,"chr f",7800000
13.699,-22.262,-5.621,"chr f",7900000
14.311,-21.968,-5.616,"chr f",8000000
14.701,-21.319,-4.515,"chr f",8100000
13.518,-20.66,-4.924,"chr f",8200000
12.821,-21.746,-5.335,"chr f",8300000
12.887,-20.682,-4.8,"chr f",8400000
13.019,-20.266,-3.99,"chr f",8500000
13.724,-20.519,-3.427,"chr f",8600000
13.473,-20.082,-3.471,"chr f",8700000
11.651,-20.314,-2.812,"chr f",8800000
11.954,-19.984,-3.71,"chr f",8900000
11.021,-19.605,-4.587,"chr f",9000000
10.39,-19.481,-5.027,"chr f",9100000
10.708,-19.603,-3.924,"chr f",9200000
9.917,-19.913,-3.67,"chr f",9300000
10.308,-19.729,-3.438,"chr f",9400000
9.845,-20.225,-4.562,"chr f",9500000
9.679,-20.927,-5.087,"chr f",9600000
9.017,-20.618,-5.127,"chr f",9700000
8.304,-20.347,-6.545,"chr f",9800000
8.943,-20.68,-6.686,"chr f",9900000
9.014,-20.566,-7.266,"chr f",0
9.696,-20.137,-6.481,"chr f",100000
9.355,-20.564,-6.662,"chr f",200000
9.666,-20.124,-7.781,"chr f",300000
10.04,-19.783,-7.859,"chr f",400000
11.189,-19.818,-8.309,"chr f",500000
10.869,-20.646,-9.347,"chr f",600000
9.974,-19.995,-9.492,"chr f",700000
10.075,-19.454,-9.319,"chr f",800000
11.024,-19.493,-8.521,"chr f",900000
11.23,-19.309,-8.86,"chr f",1000000
11.668,-18.561,-9.615,"chr f",1100000
11.383,-19.416,-9.888,"chr f",1200000
10.989,-18.561,-9.665,"chr f",1300000
9.941,-18.883,-10.372,"chr f",1400000
10.1,-18.32,-11.284,"chr f",1500000
10.702,-17.464,-10.851,"chr f",1600000
10.745,-16.664,-11.143,"chr f",1700000
9.823,-16.088,-11.459,"chr f",1800000
9.996,-15.625,-10.872,"chr f",1900000
10.271,-15.544,-9.719,"chr f",2000000
10.028,-15.677,-8.61,"chr f",2100000
9.245,-16.521,-8.509,"chr f",2200000
8.667,-16.073,-8.461,"chr f",2300000
8.499,-15.218,-9.331,"chr f",2400000
8.975,-15.756,-10.305,"chr f",2500000
8.612,-16.545,-10.279,"chr f",2600000
8.804,-17.525,-9.751,"chr f",2700000
9.082,-17.39,-10.791,"chr f",2800000
8.836,-16.713,-10.349,"chr f",2900000
9.821,-16.95,-9.741,"chr f",3000000
10.309,-16.98,-8.677,"chr f",3100000
10.12,-18.13,-8.597,"chr f",3200000
10.214,-17.547,-9.905,"chr f",3300000
9.2,-18.115,-9.551,"chr f",3400000
8.743,-18.683,-8.845,"chr f",3500000
8.507,-19.115,-8.215,"chr f",3600000
9.191,-18.223,-7.838,"chr f",3700000
8.471,-17.468,-8.17,"chr f",3800000
8.396,-17.977,-8.107,"chr f",3900000
8.298,-18.153,-7.001,"chr f",4000000
8.231,-18.942,-7.059,"chr f",4100000
9.148,-18.69,-6.836,"chr f",4200000
8.95,-19.354,-6.413,"chr f",4300000
9.16,-19.398,-5.804,"chr f",4400000
8.941,-18.815,-5.496,"chr f",4500000
9.432,-18.317,-4.232,"chr f",4600000
10.158,-18.21,-3.46,"chr f",4700000
10.598,-18.333,-2.208,"chr f",4800000
10.389,-17.684,-1.199,"chr f",4900000
11.159,-17.109,0.367,"chr f",5000000
11.692,-17.411,1.248,"chr f",5100000
12.305,-18.087,0.231,"chr f",5200000
13.083,-17.94,0.282,"chr f",5300000
14.264,-17.805,0.413,"chr f",5400000
14.668,-18.011,0.265,"chr f",5500000
14.108,-18.631,0.913,"chr f",5600000
13.367,-19.423,0.473,"chr f",5700000
13.167,-19.514,-0.476,"chr f",5800000
14.137,-19.653,-0.15,"chr f",5900000
14.502,-20.575,0.752,"chr f",6000000
14.107,-20.143,0.296,"chr f",6100000
13.757,-21.267,-0.048,"chr f",6200000
13.249,-21.66,-0.509,"chr f",6300000
12.403,-22.316,-1.304,"chr f",6400000
12.436,-23.044,-2.113,"chr f",6500000
13.095,-22.573,-3.1,"chr f",6600000
12.938,-22.223,-3.004,"chr f",6700000
12.293,-21.828,-3.557,"chr f",6800000
12.531,-21.725,-3.943,"chr f",6900000
11.898,-21.768,-4.421,"chr f",7000000
11.524,-20.87,-4.557,"chr f",7100000
11.174,-21.02,-4.706,"chr f",7200000
10.654,-21.589,-3.951,"chr f",7300000
10.327,-21.398,-3.65,"chr f",7400000
9.357,-20.985,-3.496,"chr f",7500000
9.56,-21.117,-2.472,"chr f",7600000
9.589,-21.838,-2.178,"chr f",7700000
8.868,-21.775,-1.834,"chr f",7800000
8.486,-21.435,-3.05,"chr f",7900000
8.358,-20.628,-3.353,"chr f",8000000
7.596,-20.508,-3.857,"chr f",8100000
8.006,-20.254,-4.495,"chr f",8200000
7.674,-21.075,-5.033,"chr f",8300000
7.837,-20.357,-5.79,"chr f",8400000
7.202,-20.145,-5.724,"chr f",8500000
6.09,-19.803,-5.576,"chr f",8600000
7.2,-19.393,-5.594,"chr f",8700000
7.727,-18.554,-5.217,"chr f",8800000
7.059,-18.835,-5.487,"chr f",8900000
6.24,-19.76,-5.1,"chr f",9000000
5.817,-20.873,-5.075,"chr f",9100000
6.065,-22.12,-4.746,"chr f",9200000
5.757,-22.396,-3.934,"chr f",9300000
5.708,-21.943,-4.21,"chr f",9400000
5.99,-21.564,-5.216,"chr f",9500000
6.985,-21.749,-5.934,"chr f",9600000
6.626,-21.795,-6.405,"chr f",9700000
7.091,-21.215,-7.671,"chr f",9800000
6.102,-21.004,-8.459,"chr f",9900000
6.173,-21.927,-8.892,"chr f",0
6.497,-21.514,-8.917,"chr f",100000
6.571,-21.638,-7.709,"chr f",200000
6.387,-21.676,-7.146,"chr f",300000
7.44,-22.348,-7.702,"chr f",400000
6.936,-23.134,-8.808,"chr f",500000
6.833,-23.093,-9.923,"chr f",600000
6.013,-22.87,-10.069,"chr f",700000
5.845,-23.417,-10.68,"chr f",800000
5.495,-23.867,-11.109,"chr f",900000
5.816,-23.859,-9.467,"chr f",1000000
7.139,-23.05,-7.952,"chr f",1100000
7.584,-24.025,-8.427,"chr f",1200000
7.346,-23.313,-9.186,"chr f",1300000
6.66,-22.413,-8.658,"chr f",1400000
6.221,-23.262,-8.037,"chr f",1500000
6.125,-24.028,-9.02,"chr f",1600000
6.709,-25.107,-8.479,"chr f",1700000
6.38,-24.685,-7.418,"chr f",1800000
6.112,-24.38,-7.41,"chr f",1900000
6.587,-23.942,-7.174,"chr f",2000000
5.415,-23.346,-7.72,"chr f",2100000
5.34,-23.025,-7.961,"chr f",2200000
5.506,-24.937,-8.492,"chr f",2300000
4.942,-25.498,-7.726,"chr f",2400000
4.766,-25.034,-8.443,"chr f",2500000
4.476,-24.554,-9.498,"chr f",2600000
4.643,-23.807,-9.437,"chr f",2700000
5.821,-23.573,-9.545,"chr f",2800000
5.507,-23.587,-8.434,"chr f",2900000
4.604,-24.1,-7.685,"chr f",3000000
5.009,-24.544,-6.599,"chr f",3100000
5.478,-24.954,-6.27,"chr f",3200000
6.527,-23.055,-6.381,"chr f",3300000
6.156,-23.21,-6.195,"chr f",3400000
7.197,-23.084,-6.608,"chr f",3500000
7.002,-23.245,-6.006,"chr f",3600000
8.01,-23.048,-5.033,"chr f",3700000
8.588,-23.645,-5.764,"chr f",3800000
8.611,-23.747,-6.884,"chr f",3900000
8.048,-24.784,-6.605,"chr f",4000000
7.196,-24.692,-5.438,"chr f",4100000
6.654,-23.814,-5.343,"chr f",4200000
7.281,-23.075,-4.649,"chr f",4300000
7.413,-22.57,-3.904,"chr f",4400000
8.033,-22.264,-3.215,"chr f",4500000
8.146,-22.853,-3.618,"chr f",4600000
8.349,-23.8,-4.3,"chr f",4700000
8.367,-24.323,-5.335,"chr f",4800000
7.589,-25.123,-5.559,"chr f",4900000
8.406,-24.866,-4.912,"chr f",5000000
9.318,-24.54,-4.637,"chr f",5100000
8.715,-23.972,-3.698,"chr f",5200000
9.536,-23.219,-3.316,"chr f",5300000
9.31,-22.951,-2.294,"chr f",5400000
9.914,-22.706,-3.133,"chr f",5500000
10.964,-22.813,-3.335,"chr f",5600000
11.641,-23.047,-3.908,"chr f",5700000
12.145,-23.12,-4.854,"chr f",5800000
11.365,-23.193,-5.525,"chr f",5900000
10.645,-23.307,-4.801,"chr f",6000000
10.219,-22.289,-5.093,"chr f",6100000
10.341,-22.713,-5.255,"chr f",6200000
10.216,-22.965,-6.703,"chr f",6300000
9.27,-23.078,-6.118,"chr f",6400000
9.23,-22.536,-6.567,"chr f",6500000
8.484,-22.28,-6.8,"chr f",6600000
9.977,-22.195,-7.319,"chr f",6700000
11.321,-22.085,-6.23,"chr f",6800000
11.808,-22.56,-6.354,"chr f",6900000
11.236,-21.626,-6.651,"chr f",7000000
10.346,-21.421,-5.94,"chr f",7100000
9.521,-21.57,-5.8,"chr f",7200000
8.573,-21.977,-5.702,"chr f",7300000
8.515,-21.957,-4.844,"chr f",7400000
8.146,-21.331,-4.858,"chr f",7500000
6.699,-21.096,-3.181,"chr f",7600000
6.268,-21.002,-1.728,"chr f",7700000
6.663,-20.537,-0.858,"chr f",7800000
7.92,-20.328,-1.368,"chr f",7900000
8.571,-20.005,-2.277,"chr f",8000000
10.678,-17.27,-2.772,"chr f",8100000
11.113,-16.497,-3.483,"chr f",8200000
10.478,-16.771,-3.405,"chr f",8300000
9.458,-16.962,-3.105,"chr f",8400000
9.441,-17.673,-1.998,"chr f",8500000
9.532,-18.666,-2.351,"chr f",8600000
9.669,-18.199,-2.745,"chr f",8700000
9.418,-17.417,-1.636,"chr f",8800000
10.101,-17.531,-0.593,"chr f",8900000
10.301,-18.144,0.249,"chr f",9000000
10.432,-18.493,0.649,"chr f",9100000
11.499,-18.971,0.983,"chr f",9200000
11.413,-19.563,0.166,"chr f",9300000
11.2,-19.316,1.173,"chr f",9400000
12.036,-19.662,1.006,"chr f",9500000
12.255,-20.689,0.992,"chr f",9600000
12.732,-21.219,0.699,"chr f",9700000
12.808,-22.219,1.294,"chr f",9800000
11.922,-21.41,1.7,"chr f",9900000
11.036,-20.19,1.941,"chr f",0
10.571,-19.193,2.274,"chr f",100000
11.309,-19.905,2.458,"chr f",200000
11.53,-20.935,1.499,"chr f",300000
11.975,-21.338,0.563,"chr f",400000
10.951,-20.954,0.169,"chr f",500000
10.266,-22.102,0.558,"chr f",600000
10.151,-21.456,0.817,"chr f",700000
10.305,-20.807,1.204,"chr f",800000
10.034,-21.56,1.842,"chr f",900000
9.919,-22.103,2.514,"chr f",1000000
8.987,-21.875,1.642,"chr f",1100000
8.676,-20.727,1.568,"chr f",1200000
8.826,-20.773,2.056,"chr f",1300000
9.371,-20.044,0.89,"chr f",1400000
9.331,-20.679,0.339,"chr f",1500000
9.698,-20.532,-0.887,"chr f",1600000
10.258,-20.482,-1.437,"chr f",1700000
10.597,-20.819,-0.874,"chr f",1800000
10.226,-19.416,-0.41,"chr f",1900000
9.773,-19.247,-1.311,"chr f",2000000
9.039,-19.141,-1.014,"chr f",2100000
8.125,-18.88,-1.049,"chr f",2200000
7.477,-18.387,-1.763,"chr f",2300000
6.959,-19.316,-2.006,"chr f",2400000
7.046,-18.983,-1.629,"chr f",2500000
5.888,-18.418,-1.609,"chr f",2600000
5.386,-18.779,-1.338,"chr f",2700000
6.089,-19.114,-2.061,"chr f",2800000
7.35,-18.515,-2.761,"chr f",2900000
6.841,-17.861,-3.236,"chr f",3000000
6.852,-17.811,-3.922,"chr f",3100000
6.096,-18.393,-4.578,"chr f",3200000
6.383,-17.368,-4.862,"chr f",3300000
6.297,-17.051,-5.084,"chr f",3400000
6.052,-17.107,-4.014,"chr f",3500000
4.984,-16.518,-3.885,"chr f",3600000
5.182,-16.832,-3.213,"chr f",3700000
5.28,-18.126,-3.013,"chr f",3800000
5.856,-17.819,-3.047,"chr f",3900000
6.743,-18.591,-3.496,"chr f",4000000
6.969,-19.521,-3.668,"chr f",4100000
6.189,-19.543,-3.822,"chr f",4200000
5.342,-18.955,-4.212,"chr f",4300000
5.321,-18.997,-4.651,"chr f",4400000
5.383,-18.857,-5.644,"chr f",4500000
5.669,-18.238,-6.428,"chr f",4600000
5.296,-18.659,-7.352,"chr f",4700000
6.059,-18.914,-7.676,"chr f",4800000
6.941,-19.28,-7.429,"chr f",4900000
6.813,-19.818,-6.971,"chr f",5000000
5.63,-20.061,-6.861,"chr f",5100000
5.378,-19.949,-7.255,"chr f",5200000
4.636,-20.339,-6.615,"chr f",5300000
3.978,-19.409,-6.959,"chr f",5400000
3.425,-19.125,-7.033,"chr f",5500000
3.562,-18.695,-5.83,"chr f",5600000
3.134,-18.317,-4.394,"chr f",5700000
2.592,-18.127,-4.379,"chr f",5800000
2.813,-18.067,-5.095,"chr f",5900000
3.251,-17.791,-6.117,"chr f",6000000
3.949,-17.301,-6.633,"chr f",6100000
4.5,-17.706,-5.684,"chr f",6200000
4.6,-17.544,-5.195,"chr f",6300000
3.972,-18.349,-5.473,"chr f",6400000
3.461,-19.293,-5.658,"chr f",6500000
3.871,-19.715,-5.242,"chr f",6600000
4.474,-20.745,-4.898,"chr f",6700000
4.648,-21.153,-4.487,"chr f",6800000
3.842,-22.299,-4.125,"chr f",6900000
2.972,-24.004,-4.811,"chr f",7000000
1.934,-25.074,-6.386,"chr f",7100000
1.398,-24.725,-5.574,"chr f",7200000
1.843,-24.589,-5.67,"chr f",7300000
2.907,-23.955,-6.306,"chr f",7400000
3.581,-24.268,-6.407,"chr f",7500000
3.774,-25.383,-6.927,"chr f",7600000
3.74,-25.743,-7.38,"chr f",7700000
3.009,-25.698,-6.951,"chr f",7800000
2.772,-26.171,-5.758,"chr f",7900000
2.494,-25.785,-5.501,"chr f",8000000
3.394,-25.113,-5.039,"chr f",8100000
3.283,-24.689,-4.626,"chr f",8200000
3.38,-25.536,-5.168,"chr f",8300000
4.395,-25.942,-5.612,"chr f",8400000
4.819,-25.03,-5.64,"chr f",8500000
4.942,-24.59,-5.516,"chr f",8600000
3.941,-26.011,-4.331,"chr f",8700000
2.701,-25.358,-3.638,"chr f",8800000
1.672,-25.437,-3.878,"chr f",8900000
1.824,-25.988,-3.62,"chr f",9000000
1.421,-26.153,-2.351,"chr f",9100000
1.331,-25.078,-2.884,"chr f",9200000
1.646,-24.19,-2.622,"chr f",9300000
2.18,-24.233,-2.024,"chr f",9400000
2.757,-24.604,-2.009,"chr f",9500000
3.116,-25.351,-2.575,"chr f",9600000
3.574,-26.324,-2.816,"chr f",9700000
3.384,-26.802,-3.134,"chr f",9800000
2.949,-25.74,-2.345,"chr f",9900000
2.498,-26.383,-1.452,"chr f",0
3.457,-26.486,-1.425,"chr f",100000
4.017,-25.432,-1.178,"chr f",200000
3.623,-24.693,-0.941,"chr f",300000
4.363,-23.994,-1.056,"chr f",400000
4.186,-23.889,-2.357,"chr f",500000
5.032,-23.516,-4.612,"chr f",600000
4.796,-23.882,-4.006,"chr f",700000
5.086,-23.336,-2.764,"chr f",800000
5.005,-23.386,-2.671,"chr f",900000
4.432,-23.635,-2.128,"chr f",1000000
3.672,-23.621,-3.066,"chr f",1100000
3.422,-23.849,-3.171,"chr f",1200000
4.226,-24.226,-3.947,"chr f",1300000
5.239,-24.178,-3.392,"chr f",1400000
6.291,-24.505,-2.488,"chr f",1500000
5.378,-25.151,-2.591,"chr f",1600000
4.506,-25.205,-2.454,"chr f",1700000
4.469,-25.189,-2.509,"chr f",1800000
5.243,-25.076,-3.247,"chr f",1900000
4.648,-25.727,-3.765,"chr f",2000000
5.293,-25.689,-3.918,"chr f",2100000
5.439,-24.938,-4.754,"chr f",2200000
6.451,-24.575,-4.262,"chr f",2300000
7.409,-24.666,-3.92,"chr f",2400000
6.795,-24.017,-3.186,"chr f",2500000
7.153,-25.099,-3.201,"chr f",2600000
7.75,-24.983,-3.676,"chr f",2700000
6.865,-25.781,-3.839,"chr f",2800000
6.145,-26.023,-4.581,"chr f",2900000
6.427,-24.014,-4.43,"chr f",3000000
6.574,-23.655,-3.088,"chr f",3100000
6.777,-24.751,-2.653,"chr f",3200000
5.659,-25.125,-2.023,"chr f",3300000
5.948,-26.259,-2.081,"chr f",3400000
6.948,-26.442,-1.865,"chr f",3500000
6.323,-26.943,-0.747,"chr f",3600000
5.428,-26.631,-0.687,"chr f",3700000
4.764,-26.673,-0.731,"chr f",3800000
3.69,-26.655,0.122,"chr f",3900000
3.421,-26.311,0.262,"chr f",4000000
4.257,-25.561,0.441,"chr f",4100000
