x,y,z,chr,coord
-1.796,-13.258,1.879,chr a,31000000
-1.409,-12.454,1.305,chr a,31100000
-1.389,-11.176,1.236,chr a,31200000
-0.83,-10.69,0.418,chr a,31300000
-0.42,-10.336,-0.437,chr a,31400000
-0.185,-9.237,-0.482,chr a,31500000
0.087,-8.922,0.57,chr a,31600000
-0.48,-9.439,1.431,chr a,31700000
-1.11,-8.4,1.161,chr a,31800000
-1.452,-7.875,0.181,chr a,31900000
-1.472,-6.825,0.48,chr a,32000000
-1.216,-6.994,1.514,chr a,32100000
-1.033,-7.777,2.127,chr a,32200000
-0.535,-8.578,2.609,chr a,32300000
-0.233,-9.398,2.743,chr a,32400000
0.004,-10.411,2.671,chr a,32500000
-0.183,-11.271,2.125,chr a,32600000
-0.368,-12.362,2.518,chr a,32700000
0.073,-11.886,1.715,chr a,32800000
0.009,-12.21,0.758,chr a,32900000
0.487,-12.027,-0.028,chr a,33000000
0.444,-12.509,0.799,chr a,33100000
-0.014,-13.612,1.08,chr a,33200000
-0.537,-14.557,1.211,chr a,33300000
-0.77,-15.24,1.248,chr a,33400000
-0.681,-14.948,1.213,chr a,33500000
1.945,-16.861,1.087,chr a,33600000
2.836,-17.188,1.42,chr a,33700000
3.218,-17.916,1.758,chr a,33800000
3.85,-18.285,0.758,chr a,33900000
4.678,-18.254,1.63,chr a,34000000
4.141,-17.696,2.504,chr a,34100000
5.007,-17.816,2.916,chr a,34200000
4.427,-17.223,2.242,chr a,34300000
4.919,-17.016,2.848,chr a,34400000
5.436,-16.432,2.079,chr a,34500000
6.305,-16.134,1.703,chr a,34600000
6.444,-15.867,1.269,chr a,34700000
6.842,-16.5,1.392,chr a,34800000
5.484,-16.172,1.232,chr a,34900000
5.078,-15.46,0.451,chr a,35000000
4.656,-15.742,-0.123,chr a,35100000
5.057,-16.66,0.359,chr a,35200000
5.71,-16.166,-0.367,chr a,35300000
6.153,-16.996,-0.379,chr a,35400000
6.21,-16.391,-0.507,chr a,35500000
6.472,-17.379,-0.622,chr a,35600000
6.501,-17.45,-0.672,chr a,35700000
6.467,-17.497,1.045,chr a,35800000
5.911,-18.023,1.211,chr a,35900000
6.287,-17.846,1.181,chr a,36000000
6.694,-17.849,1.932,chr a,36100000
7.075,-18.307,2.541,chr a,36200000
7.368,-17.31,2.777,chr a,36300000
6.36,-17.791,3.226,chr a,36400000
6.864,-18.382,4.53,chr a,36500000
7.169,-18.21,5.592,chr a,36600000
7.765,-18.111,5.187,chr a,36700000
7.118,-17.94,4.348,chr a,36800000
7.213,-16.849,4.349,chr a,36900000
7.859,-16.671,4.964,chr a,37000000
7.49,-16.545,5.379,chr a,37100000
7.638,-16.258,6.101,chr a,37200000
7.432,-15.284,6.848,chr a,37300000
7.729,-15.403,7.142,chr a,37400000
8.609,-15.353,7.094,chr a,37500000
8.796,-15.01,6.563,chr a,37600000
9.522,-14.068,6.229,chr a,37700000
9.294,-13.217,5.351,chr a,37800000
9.258,-12.267,5.38,chr a,37900000
9.925,-12.589,4.638,chr a,38000000
9.668,-12.722,3.814,chr a,38100000
9.407,-11.839,4.129,chr a,38200000
10.392,-11.628,3.389,chr a,38300000
10.296,-10.906,4.054,chr a,38400000
9.925,-10.413,4.455,chr a,38500000
9.5,-10.332,5.369,chr a,38600000
8.823,-11.136,5.251,chr a,38700000
7.81,-11.192,5.672,chr a,38800000
7.865,-10.199,6.43,chr a,38900000
6.807,-9.551,6.24,chr a,39000000
6.588,-9.332,6.316,chr a,39100000
5.516,-8.729,7.149,chr a,39200000
6.017,-8.596,7.493,chr a,39300000
6.066,-8.705,8.442,chr a,39400000
5.83,-9.887,8.567,chr a,39500000
6.009,-10.837,7.576,chr a,39600000
5.501,-10.112,7.445,chr a,39700000
5.972,-10.663,6.71,chr a,39800000
6.787,-11.023,7.37,chr a,39900000
6.981,-10.566,7.276,chr a,40000000
8.187,-9.241,5.521,chr a,40100000
7.745,-9.917,5.002,chr a,40200000
7.377,-10.037,4.749,chr a,40300000
7.032,-9.081,3.794,chr a,40400000
6.743,-10.165,4.64,chr a,40500000
6.429,-11.231,5.54,chr a,40600000
6.26,-10.699,4.672,chr a,40700000
7.283,-11.375,2.631,chr a,40800000
7.836,-11.846,1.616,chr a,40900000
6.963,-11.909,0.703,chr a,41000000
6.406,-12.784,0.639,chr a,41100000
5.639,-12.749,0.689,chr a,41200000
6.195,-12.597,-0.221,chr a,41300000
5.347,-12.189,-1.11,chr a,41400000
5.156,-11.409,-1.761,chr a,41500000
5.641,-11.367,-1.7,chr a,41600000
6.409,-12.963,-1.822,chr a,41700000
6.375,-13.081,-0.814,chr a,41800000
5.442,-14.065,-0.838,chr a,41900000
5.381,-14.089,-0.437,chr a,42000000
5.162,-14.403,0.572,chr a,42100000
5.749,-14.197,1.476,chr a,42200000
6.096,-14.34,1.719,chr a,42300000
6.688,-14.653,1.203,chr a,42400000
6.804,-14.905,0.03,chr a,42500000
6.849,-13.545,0.295,chr a,42600000
5.92,-12.966,1.034,chr a,42700000
5.081,-12.891,1.948,chr a,42800000
4.746,-12.433,2.547,chr a,42900000
5.623,-12.836,2.126,chr a,43000000
7.607,-11.709,4.142,chr a,43100000
7.216,-12.054,4.526,chr a,43200000
7.206,-11.232,3.758,chr a,43300000
6.103,-11.137,3.201,chr a,43400000
6.104,-12.139,3.891,chr a,43500000
6.229,-12.219,3.88,chr a,43600000
5.747,-11.89,3.549,chr a,43700000
6.65,-12.3,2.595,chr a,43800000
7.172,-13.184,2.431,chr a,43900000
8.526,-13.265,2.521,chr a,44000000
7.651,-12.999,2.053,chr a,44100000
7.524,-13.146,1.888,chr a,44200000
7.709,-13.511,0.547,chr a,44300000
8.024,-13.401,-0.583,chr a,44400000
8.3,-12.823,-1.224,chr a,44500000
7.311,-12.422,-1.413,chr a,44600000
7.315,-12.008,-1.088,chr a,44700000
7.225,-10.904,-1.123,chr a,44800000
7.582,-10.891,-0.212,chr a,44900000
8.534,-11.574,-0.468,chr a,45000000
8.704,-12.148,-0.143,chr a,45100000
8.868,-11.812,0.189,chr a,45200000
8.856,-11.234,1.318,chr a,45300000
8.879,-10.321,1.199,chr a,45400000
8.756,-10.897,1.345,chr a,45500000
8.218,-12.0,1.092,chr a,45600000
7.143,-11.774,0.781,chr a,45700000
5.985,-11.509,1.552,chr a,45800000
5.612,-11.095,1.707,chr a,45900000
5.563,-11.175,1.317,chr a,46000000
5.879,-10.824,0.198,chr a,46100000
5.826,-10.874,0.201,chr a,46200000
5.04,-11.348,0.193,chr a,46300000
4.292,-12.076,0.33,chr a,46400000
4.194,-13.078,0.302,chr a,46500000
4.069,-13.751,0.548,chr a,46600000
4.028,-13.519,1.075,chr a,46700000
3.371,-13.944,1.362,chr a,46800000
3.197,-13.76,1.315,chr a,46900000
2.667,-12.641,1.148,chr a,47000000
2.184,-12.042,1.328,chr a,47100000
1.657,-11.219,1.568,chr a,47200000
1.036,-10.453,0.846,chr a,47300000
1.387,-10.113,-0.103,chr a,47400000
1.82,-10.795,-0.72,chr a,47500000
1.959,-11.17,0.284,chr a,47600000
2.273,-10.639,1.631,chr a,47700000
1.783,-10.599,2.532,chr a,47800000
2.049,-11.041,2.821,chr a,47900000
2.108,-11.841,3.367,chr a,48000000
2.848,-12.743,3.088,chr a,48100000
2.621,-11.874,2.74,chr a,48200000
3.487,-12.028,2.123,chr a,48300000
3.512,-11.768,1.083,chr a,48400000
3.921,-11.874,2.003,chr a,48500000
3.077,-12.66,2.445,chr a,48600000
2.335,-13.278,1.441,chr a,48700000
2.142,-12.863,0.178,chr a,48800000
1.488,-13.163,-0.746,chr a,48900000
1.795,-13.688,-1.337,chr a,49000000
2.478,-13.807,-0.291,chr a,49100000
2.54,-12.54,-0.494,chr a,49200000
3.323,-12.154,-0.406,chr a,49300000
3.466,-12.544,-1.46,chr a,49400000
2.892,-13.167,-2.167,chr a,49500000
3.775,-13.491,-1.584,chr a,49600000
3.463,-13.822,-0.596,chr a,49700000
4.376,-15.448,1.523,chr a,49800000
3.905,-15.709,1.269,chr a,49900000
3.534,-16.546,0.454,chr a,50000000
2.994,-16.752,-0.692,chr a,50100000
3.377,-16.848,-1.969,chr a,50200000
3.504,-16.442,-2.853,chr a,50300000
3.353,-15.775,-2.105,chr a,50400000
3.045,-16.144,-0.844,chr a,50500000
2.319,-15.533,-1.102,chr a,50600000
2.73,-15.099,-1.659,chr a,50700000
3.917,-14.87,-1.888,chr a,50800000
4.056,-15.328,-0.972,chr a,50900000
3.282,-15.852,-0.079,chr a,51000000
2.283,-15.393,-0.027,chr a,51100000
2.407,-15.17,0.137,chr a,51200000
2.772,-15.279,0.487,chr a,51300000
3.128,-15.904,1.609,chr a,51400000
2.681,-15.208,1.431,chr a,51500000
2.383,-14.92,2.03,chr a,51600000
2.83,-15.445,3.259,chr a,51700000
3.504,-14.915,3.944,chr a,51800000
2.443,-14.865,4.02,chr a,51900000
1.962,-14.272,2.943,chr a,52000000
1.025,-14.698,2.619,chr a,52100000
0.538,-14.972,1.782,chr a,52200000
0.628,-15.493,0.884,chr a,52300000
0.75,-14.746,0.142,chr a,52400000
1.19,-13.909,0.979,chr a,52500000
1.264,-13.905,1.627,chr a,52600000
0.035,-13.861,1.58,chr a,52700000
-0.448,-13.898,0.452,chr a,52800000
0.02,-14.395,-0.35,chr a,52900000
-0.504,-15.549,-0.439,chr a,53000000
-1.594,-15.814,0.401,chr a,53100000
-1.18,-16.503,0.313,chr a,53200000
-1.23,-17.364,-0.58,chr a,53300000
-1.542,-17.623,-1.149,chr a,53400000
-0.703,-18.044,-0.455,chr a,53500000
0.118,-18.22,-0.416,chr a,53600000
0.461,-16.951,-0.325,chr a,53700000
-0.204,-16.039,-0.385,chr a,53800000
0.724,-15.943,-1.229,chr a,53900000
1.591,-16.47,-1.957,chr a,54000000
1.756,-16.644,-2.504,chr a,54100000
1.339,-16.988,-1.928,chr a,54200000
0.402,-17.569,-1.775,chr a,54300000
-0.274,-17.882,-1.506,chr a,54400000
0.093,-17.003,-1.02,chr a,54500000
0.7,-17.363,-0.035,chr a,54600000
0.294,-17.287,0.947,chr a,54700000
1.127,-16.662,1.043,chr a,54800000
1.764,-16.316,1.276,chr a,54900000
1.773,-16.505,2.586,chr a,55000000
1.354,-15.953,3.439,chr a,55100000
1.042,-14.767,3.062,chr a,55200000
1.148,-13.723,3.157,chr a,55300000
1.356,-12.471,2.86,chr a,55400000
0.885,-11.979,3.563,chr a,55500000
0.5,-12.974,3.356,chr a,55600000
1.006,-12.731,2.472,chr a,55700000
1.097,-11.206,4.327,chr a,55800000
1.115,-10.043,5.324,chr a,55900000
1.212,-9.445,5.922,chr a,56000000
0.133,-9.303,6.062,chr a,56100000
-0.186,-9.329,6.435,chr a,56200000
-1.118,-9.952,6.458,chr a,56300000
0.029,-9.484,7.162,chr a,56400000
0.635,-8.582,7.865,chr a,56500000
0.864,-7.426,8.328,chr a,56600000
1.278,-6.692,7.832,chr a,56700000
1.427,-6.727,6.766,chr a,56800000
0.931,-7.628,6.42,chr a,56900000
0.923,-8.174,5.6,chr a,57000000
0.825,-8.238,4.559,chr a,57100000
0.926,-8.084,5.438,chr a,57200000
1.557,-7.472,6.416,chr a,57300000
2.492,-7.678,7.366,chr a,57400000
2.214,-8.348,8.096,chr a,57500000
2.456,-8.572,8.667,chr a,57600000
2.444,-8.133,8.488,chr a,57700000
2.777,-7.059,9.02,chr a,57800000
2.653,-7.62,9.663,chr a,57900000
1.492,-7.678,9.497,chr a,58000000
1.43,-7.688,10.219,chr a,58100000
1.528,-7.665,10.337,chr a,58200000
1.412,-6.438,10.514,chr a,58300000
1.934,-5.894,10.933,chr a,58400000
1.123,-5.725,10.356,chr a,58500000
1.022,-5.041,9.43,chr a,58600000
0.621,-4.224,8.943,chr a,58700000
-0.172,-4.57,9.55,chr a,58800000
-0.731,-4.677,10.471,chr a,58900000
-1.223,-4.006,10.988,chr a,59000000
-0.628,-3.066,11.311,chr a,59100000
0.148,-3.28,12.17,chr a,59200000
0.746,-3.201,12.412,chr a,59300000
0.9,-2.252,11.686,chr a,59400000
0.891,-2.708,11.812,chr a,59500000
1.044,-1.949,11.725,chr a,59600000
0.468,-1.845,10.735,chr a,59700000
0.043,-1.103,9.998,chr a,59800000
-0.395,-2.224,9.685,chr a,59900000
-1.01,-2.291,10.135,chr a,60000000
-0.044,-2.797,10.078,chr a,60100000
-0.552,-2.846,9.383,chr a,60200000
-1.725,-3.209,8.844,chr a,60300000
-1.117,-3.504,9.061,chr a,60400000
-0.661,-4.395,8.309,chr a,60500000
-0.713,-4.897,7.707,chr a,60600000
-0.353,-5.841,6.883,chr a,60700000
-0.137,-6.087,7.518,chr a,60800000
-0.358,-5.941,8.229,chr a,60900000
-0.522,-6.646,7.265,chr a,61000000
-1.182,-6.596,6.41,chr a,61100000
-1.566,-7.238,5.361,chr a,61200000
-2.177,-7.107,4.281,chr a,61300000
-3.044,-6.747,4.782,chr a,61400000
-2.451,-7.238,5.55,chr a,61500000
-1.89,-8.192,5.255,chr a,61600000
-1.399,-7.971,4.155,chr a,61700000
-0.834,-7.477,4.409,chr a,61800000
-0.536,-7.331,5.481,chr a,61900000
0.158,-6.361,5.554,chr a,62000000
0.279,-5.869,5.804,chr a,62100000
-0.641,-5.636,5.039,chr a,62200000
-1.678,-5.525,4.963,chr a,62300000
-2.197,-5.523,5.136,chr a,62400000
-2.074,-6.087,6.343,chr a,62500000
-2.23,-5.763,6.823,chr a,62600000
-2.295,-5.035,6.808,chr a,62700000
-2.123,-5.548,7.76,chr a,62800000
-1.584,-5.989,8.324,chr a,62900000
0.302,-6.128,9.448,chr a,63000000
-0.105,-6.487,10.075,chr a,63100000
-0.444,-7.173,9.821,chr a,63200000
-1.598,-7.302,9.68,chr a,63300000
-1.484,-7.184,9.151,chr a,63400000
-2.071,-7.662,8.284,chr a,63500000
-3.181,-8.096,7.694,chr a,63600000
-3.015,-8.427,6.7,chr a,63700000
-2.667,-9.012,6.827,chr a,63800000
-1.881,-9.577,7.439,chr a,63900000
-1.178,-9.526,8.609,chr a,64000000
-1.322,-8.615,8.122,chr a,64100000
-1.297,-9.085,7.574,chr a,64200000
-1.522,-8.237,6.541,chr a,64300000
-2.024,-7.5,7.373,chr a,64400000
-1.586,-7.375,7.623,chr a,64500000
-2.616,-9.055,8.242,chr a,64600000
-3.375,-10.254,8.156,chr a,64700000
-2.481,-10.188,8.449,chr a,64800000
-2.166,-10.292,7.893,chr a,64900000
-3.595,-10.274,6.963,chr a,65000000
-2.953,-10.421,6.24,chr a,65100000
-3.135,-11.392,5.296,chr a,65200000
-2.602,-11.319,4.167,chr a,65300000
-3.094,-11.455,2.876,chr a,65400000
-4.114,-11.53,2.798,chr a,65500000
-4.486,-11.149,3.746,chr a,65600000
-4.28,-10.724,3.829,chr a,65700000
-3.053,-10.07,4.131,chr a,65800000
-3.034,-9.133,4.859,chr a,65900000
-2.394,-9.286,5.105,chr a,66000000
-0.569,-10.093,5.605,chr a,66100000
-0.334,-9.824,4.544,chr a,66200000
-0.657,-10.063,4.519,chr a,66300000
-1.233,-8.942,4.809,chr a,66400000
-1.982,-9.661,5.427,chr a,66500000
-2.011,-10.44,5.304,chr a,66600000
-1.877,-11.247,5.209,chr a,66700000
-1.579,-11.188,5.286,chr a,66800000
-1.786,-11.351,6.463,chr a,66900000
-2.688,-11.675,6.815,chr a,67000000
-3.31,-10.876,4.715,chr a,67100000
-3.278,-10.221,3.412,chr a,67200000
-2.185,-10.033,2.731,chr a,67300000
-1.729,-10.093,2.733,chr a,67400000
-1.697,-10.383,3.665,chr a,67500000
-0.799,-11.622,4.731,chr a,67600000
-0.623,-12.839,5.386,chr a,67700000
-0.263,-13.913,5.182,chr a,67800000
0.861,-14.139,4.995,chr a,67900000
-0.116,-13.529,5.753,chr a,68000000
-0.681,-12.861,6.751,chr a,68100000
